ITEMNO.,UPC,WATTS,LUMENS,COLOR TEMP,"NON STOCKING DIST.
OR ANY QUANTITY","STOCKING DIST.
OR
$2500 MIN.","WIP
OR
$5000 MIN.","MSRP
PRICE","IMAP
PRICE"
FLD2-50WW-KN,845060005011,50W,5000LM,3000K,112.98,101.94,92.90,161.78,143.74
FLD2-15CW-TR,845060002966,15W,1650LM,5000K,45.98,42.94,30.90,68.78,60.74
FLD2-15WW-TR,845060002973,15W,1530LM,3000K,45.98,42.94,30.90,68.78,60.74
FLD2-28CW-TR,845060002980,28W,3000LM,5000K,73.98,59.94,46.90,95.78,84.74
FLD2-28WW-TR,845060002997,28W,2760LM,3000K,73.98,59.94,46.90,95.78,84.74
FLD2-42CW-TR,845060003000,42W,4500LM,5000K,101.98,87.94,67.90,139.78,123.74
FLD2-42WW-TR,845060003147,42W,4200LM,3000K,101.98,87.94,67.90,139.78,123.74
LF12-6W-27K-KN,845060049374,6W,400LM,2700K,17.99,16.99,14.99,26.78,24.74
LF12-6W-30K-KN,845060048728,6W,400LM,3000K,17.99,16.99,14.99,26.78,24.74
LF12-6W-40K-KN,845060048735,6W,450LM,4000K,17.99,16.99,14.99,26.78,24.74
LF12-6W-50K-KN,845060048742,6W,450LM,5000K,17.99,16.99,14.99,26.78,24.74
LF12-6W-RGBW-KN,845060048759,6W,450LM,RGB + 3000K,25.98,22.94,19.90,36.78,32.74
WMC-DL-15W-50K-BN,845060004939,15W,1144LM,5000K,39.98,39.98,39.98,63.78,56.74
WMCL-UDL-MCT-BN,845060052336,40W,3200LM,3000K/4000K/5000K,129.98,117.94,106.90,187.78,166.74
WMCL-UDL-MCT-BR,845060052329,40W,3200LM,3000K/4000K/5000K,123.98,111.94,100.90,177.78,157.74
WMCS-UDL-MCT-BN-DT,845060052350,24W,1920LM,3000K/4000K/5000K,70.98,64.94,57.90,103.78,91.74
WMCS-UDL-MCT-BR-DT,845060052343,24W,1920LM,3000K/4000K/5000K,70.98,64.94,57.90,103.78,91.74
LDS-12W-30K-D,845060012705,12W,1200LM,3000K,38.98,36.94,33.90,58.78,52.74
LDS-12W-40K-D,845060012712,12W,1200LM,4000K,38.98,36.94,33.90,58.78,52.74
LRS-A-30K-PC,845060019582,12W,1150LM,3000K,25.98,24.94,23.90,39.78,35.74
LRS-A-40K-PC,845060019599,12W,1150LM,4000K,25.98,24.94,23.90,39.78,35.74
LRS-B-30K-PC,845060019605,6W,550LM,3000K,24.98,22.94,21.29,36.78,32.74
LRS-B-40K-PC,845060019612,6W,550LM,4000K,24.98,22.94,21.29,36.78,32.74
LRS-C-30K-D,845060019629,12W,1100LM,3000K,38.98,34.94,30.90,55.78,49.74
LRS-C-40K-D,845060019636,12W,1100LM,4000K,38.98,34.94,30.90,55.78,49.74
LRS-D-30K-D,845060019643,12W,1100LM,3000K,40.98,36.94,33.90,58.78,52.74
LRS-D-40K-D,845060019650,12W,1100LM,4000K,40.98,36.94,33.90,58.78,52.74
PML-MCT-BK,845060052367,12W,1200LM,3000K/4000K/5000K,65.98,58.94,53.90,93.78,82.74
PML-BASE-BK,845060058444,N/A,N/A,N/A,14.96,12.78,11.66,20.78,17.74
LGP-42W-50K,845060017823,42W,5000LM,5000K,206.98,187.94,170.90,298.78,270.74
LGP-42W-40K,845060017830,42W,5000LM,4000K,206.98,187.94,170.90,298.78,270.74
LGP-42W-30K,845060017816,42W,5000LM,3000K,206.98,187.94,170.90,298.78,270.74
LGP-100W-50K,845060017854,100W,12000LM,5000K,256.98,237.94,212.90,377.78,342.74
LGP-100W-40K,845060017861,100W,12000LM,4000K,256.98,237.94,212.90,377.78,342.74
LGP-100W-30K,845060017847,100W,12000LM,3000K,256.98,237.94,212.90,377.78,342.74
LGP-EXTARM,845060017885,N/A,N/A,N/A,42.98,42.98,42.98,68.78,61.74
LGP-A2,845060017878,N/A,N/A,N/A,23.98,23.98,23.98,38.78,34.74
SL-20W-50K-BZ-P,845060015683,20W,1900LM,5000K,49.98,43.94,39.90,69.78,69.74
SL-20W-30K-BZ-P,845060015676,20W,1900LM,3000K,49.98,43.94,39.90,69.78,69.74
SL-20W-50K-WH-P,845060015706,20W,1900LM,5000K,49.98,43.94,39.90,69.78,69.74
SL-20W-30K-WH-P,845060015690,20W,1900LM,3000K,49.98,43.94,39.90,69.78,69.74
SL-30W-50K-BZ-P,845060015720,30W,2800LM,5000K,69.98,67.94,55.90,107.78,97.74
SL-30W-30K-BZ-P,845060015713,30W,2800LM,3000K,69.98,67.94,55.90,107.78,97.74
SL-30W-50K-WH-P,845060015744,30W,2800LM,5000K,69.98,67.94,55.90,107.78,97.74
SL-30W-30K-WH-P,845060015737,30W,2800LM,3000K,69.98,67.94,55.90,107.78,97.74
SL-10W-50K-BZ-D,845060023596,10W,950LM,5000K,28.98,26.94,23.90,42.78,40.74
SL-10W-30K-BZ-D,845060023589,10W,950LM,3000K,28.98,26.94,23.90,42.78,40.74
SL-20W-50K-BZ-D,845060020489,20W,1900LM,5000K,34.98,32.94,28.90,52.78,48.74
SL-20W-30K-BZ-D,845060020472,20W,1900LM,3000K,34.98,32.94,28.90,52.78,48.74
SL-30W-50K-BZ-D,845060020526,30W,2800LM,5000K,56.98,53.94,48.90,85.78,79.74
SL-30W-30K-BZ-D,845060020519,30W,2800LM,3000K,56.98,53.94,48.90,85.78,79.74
SL-10W-50K-WH-D,845060023626,10W,950LM,5000K,28.98,26.94,23.90,42.78,40.74
SL-10W-30K-WH-D,845060023619,10W,950LM,3000K,28.98,26.94,23.90,42.78,40.74
SL-20W-50K-WH-D,845060020502,20W,1900LM,5000K,34.98,32.94,28.90,52.78,48.74
SL-20W-30K-WH-D,845060020496,20W,1900LM,3000K,34.98,32.94,28.90,52.78,48.74
SL-30W-50K-WH-D,845060020540,30W,2800LM,5000K,56.98,53.94,48.90,85.78,79.74
SL-30W-30K-WH-D,845060020533,30W,2800LM,3000K,56.98,53.94,48.90,85.78,79.74
SL-28W-50K-BZ-P,845060015645,28W,3400LM,5000K,57.98,54.94,49.90,87.78,80.74
SL-28W-30K-BZ-P,845060015638,28W,3400LM,3000K,57.98,54.94,49.90,87.78,80.74
SL-28W-50K-WH-P,845060015669,28W,3400LM,5000K,57.98,54.94,49.90,87.78,80.74
SL-28W-30K-WH-P,845060015652,28W,3400LM,3000K,57.98,54.94,49.90,87.78,80.74
SL-28W-50K-BZ-D,845060020441,28W,3400LM,5000K,49.98,43.94,39.90,69.78,69.74
SL-28W-30K-BZ-D,845060020434,28W,3400LM,3000K,49.98,43.94,39.90,69.78,69.74
SL-40W-50K-BZ-D,845060020564,40W,4800LM,5000K,56.98,52.94,46.90,84.78,79.74
SL-40W-30K-BZ-D,845060020557,40W,4800LM,3000K,56.98,52.94,46.90,84.78,79.74
SL-28W-50K-WH-D,845060020465,28W,3400LM,5000K,49.98,43.94,39.90,69.78,69.74
SL-28W-30K-WH-D,845060020458,28W,3400LM,3000K,49.98,43.94,39.90,69.78,69.74
SL-40W-50K-WH-D,845060020588,40W,4800LM,5000K,56.98,52.94,46.90,84.78,79.74
SL-40W-30K-WH-D,845060020571,40W,4800LM,3000K,56.98,52.94,46.90,84.78,79.74
SL-20W-30K-BZ,845060001235,20W,2000LM,3000K,35.98,32.94,28.90,52.78,49.74
SL-20W-30K-WH,845060001242,20W,2000LM,3000K,35.98,32.94,28.90,52.78,49.74
SL-20W-50K-BZ,845060001259,20W,2000LM,5000K,35.98,32.94,28.90,52.78,49.74
SL-20W-50K-WH,845060001266,20W,2000LM,5000K,35.98,32.94,28.90,52.78,49.74
LOHB-2FT-50W-30K,845060013214,50W,6500LM,3000K,184.98,166.94,151.90,265.78,240.74
LOHB-2FT-50W-50K,845060013207,50W,6700LM,5000K,184.98,166.94,151.90,265.78,240.74
LOHB-4FT-120W-30K,845060013290,120W,15300LM,3000K,297.98,269.94,244.90,428.78,428.74
LOHB-4FT-120W-50K,845060013283,120W,15600LM,5000K,297.98,269.94,244.90,428.78,428.74
LOHB-H-2FT,845060013375,N/A,N/A,N/A,14.96,14.96,14.96,23.78,21.74
WMS-S-50K-BR,845060029086,6W,660LM,5000K,40.98,35.94,31.90,57.78,51.74
WMS-S-30K-BR,845060029093,6W,630LM,3000K,40.98,35.94,31.90,57.78,51.74
WMS-R-50K-BR,845060029109,6W,660LM,5000K,40.98,35.94,31.90,57.78,51.74
WMS-R-30K-BR,845060029116,6W,630LM,3000K,40.98,35.94,31.90,57.78,51.74
WMS-S-50K-WH,845060029123,6W,660LM,5000K,40.98,35.94,31.90,57.78,51.74
WMS-S-30K-WH,845060029130,6W,630LM,3000K,40.98,35.94,31.90,57.78,51.74
WMS-R-50K-WH,845060029147,6W,660LM,5000K,40.98,35.94,31.90,57.78,51.74
WMS-R-30K-WH,845060029154,6W,630LM,3000K,40.98,35.94,31.90,57.78,51.74
WL-EZCG-10W-50K,845060030556,10W,300~600LM,5000K,28.98,25.94,22.90,41.78,39.74
WL-EZCG-SOLP,845060030563,N/A,N/A,N/A,18.81,16.36,14.87,25.78,25.74
WL-3IN1-10W,845060030570,10W,400LM,6000K,16.10,14.01,12.73,22.78,22.74
LF-THREAD,845060042894,N/A,N/A,N/A,1.35,1.35,1.35,2.14,1.90
SPS-75,845060006957,N/A,N/A,N/A,19.56,19.56,19.56,31.78,27.74
LF3-YOK,845060045444,N/A,N/A,N/A,19.93,19.93,19.93,31.78,28.74
FL-SH1,845060008180,N/A,N/A,N/A,11.21,11.21,11.21,17.78,15.74
FL-SH2,845060008197,N/A,N/A,N/A,14.40,14.40,14.40,22.78,20.74
FL-SH3,845060008203,N/A,N/A,N/A,20.16,20.16,20.16,32.78,28.74
FL-SH4,845060008210,N/A,N/A,N/A,26.98,26.98,26.98,42.78,37.74
PSS3SVTZ,845060008753,N/A,N/A,N/A,21.38,21.38,21.38,33.78,30.74
PSS4SVTZ,845060043761,N/A,N/A,N/A,21.38,21.38,21.38,33.78,30.74
PSS5SVTZ,845060008289,N/A,N/A,N/A,21.38,21.38,21.38,33.78,30.74
PRPT3,845060048070,N/A,N/A,N/A,29.94,29.94,29.94,47.78,42.74
PRPT4,845060008296,N/A,N/A,N/A,29.94,29.94,29.94,47.78,42.74
PRPT5,845060008760,N/A,N/A,N/A,29.94,29.94,29.94,47.78,42.74
PSR4,845060043778,N/A,N/A,N/A,35.29,35.29,35.29,56.78,49.74
LF-AD-KNU,845060043754,N/A,N/A,N/A,7.47,7.47,7.47,11.78,10.74
PSS4C,845060046045,N/A,N/A,N/A,16.03,16.03,16.03,25.78,22.74
PSS3R,845060054507,N/A,N/A,N/A,10.68,10.68,10.68,16.78,15.74
ACC-WM2,845060024197,N/A,N/A,N/A,20.22,20.22,20.22,32.78,28.74
ACC-WM3,845060024180,N/A,N/A,N/A,28.78,28.78,28.78,45.78,40.74
ACC-WM4,845060003178,N/A,N/A,N/A,28.78,28.78,28.78,45.78,40.74
PT2-180-R,845060024142,N/A,N/A,N/A,80.23,80.23,80.23,127.78,112.74
PT2-180-S,845060006254,N/A,N/A,N/A,99.49,99.49,99.49,157.78,140.74
PT3-180,845060024135,N/A,N/A,N/A,136.94,136.94,136.94,217.78,192.74
PT4-180,845060024128,N/A,N/A,N/A,236.45,236.45,236.45,375.78,332.74
PT3-120,845060024166,N/A,N/A,N/A,177.60,177.60,177.60,282.78,250.74
PT4-090,845060024159,N/A,N/A,N/A,207.56,207.56,207.56,329.78,292.74
PSS4L1HTZ,845060035285,N/A,N/A,N/A,59.90,59.90,59.90,95.78,84.74
PSS4T180HTZ,845060046069,N/A,N/A,N/A,71.67,71.67,71.67,113.78,100.74
PSS4TR90HTZ,845060046076,N/A,N/A,N/A,79.16,79.16,79.16,125.78,111.74
PSS4T90HTZ,845060046052,N/A,N/A,N/A,85.58,85.58,85.58,135.78,120.74
PSS4Q90HTZ,845060046083,N/A,N/A,N/A,94.14,94.14,94.14,149.78,132.74
PSS4Q90VTZ,845060046120,N/A,N/A,N/A,232.17,232.17,232.17,368.78,326.74
PSS4TVTZ,845060006285,N/A,N/A,N/A,187.29,187.29,187.29,297.78,263.74
PSS4TRVTZ,845060046137,N/A,N/A,N/A,248.22,248.22,248.22,394.78,349.74
PC-1,845060038347,N/A,N/A,N/A,11.75,10.64,9.52,16.78,14.74
PC-1H,845060038323,N/A,N/A,N/A,14.96,12.78,11.66,20.78,20.74
PC-1S,845060038422,N/A,N/A,N/A,13.89,11.71,10.59,18.78,16.74
PC-2S,845060038439,N/A,N/A,N/A,13.89,11.71,10.59,18.78,16.74
PC-B,845060038446,N/A,N/A,N/A,10.68,9.57,8.45,15.78,13.74
PC-BM,845060038477,N/A,N/A,N/A,10.68,9.57,8.45,15.78,14.74
PC-BP,845060038330,N/A,N/A,N/A,11.75,10.64,9.52,16.78,16.74
PC-BUM,845060077599,N/A,N/A,N/A,8.61,8.61,8.61,13.78,11.74
PC-TLSC,845060023213,N/A,N/A,N/A,8.54,7.43,6.31,11.78,11.74
PC-TLSOC-3PIN,845060051995,N/A,N/A,N/A,7.47,6.36,5.24,10.78,8.74
PC-TLSOC-7PIN,845060031065,N/A,N/A,N/A,19.24,17.06,14.87,27.78,26.74
PC-TWIST,845060023909,N/A,N/A,N/A,13.89,11.71,10.59,18.78,16.74
PC-TWIST-480V,845060031072,N/A,N/A,N/A,37.98,33.94,29.90,53.78,52.74
WEC-3MPC-GY,845060032543,N/A,N/A,N/A,25.98,22.94,20.22,36.78,31.74
WEC-3MRLV-5-BR,845060034141,N/A,N/A,N/A,50.98,41.94,39.90,66.78,59.74
WEC-3MRLV-5-GY,845060034158,N/A,N/A,N/A,50.98,41.94,39.90,66.78,59.74
WEC-3MRLV-5-WH,845060034134,N/A,N/A,N/A,47.98,39.94,38.90,63.78,56.74
WEC-3MRLV-5-CLR,845060001013,N/A,N/A,N/A,47.98,39.94,38.90,63.78,56.74
WEC-3MR-3-BR,845060032758,N/A,N/A,N/A,46.98,38.94,37.90,61.78,54.74
WEC-3MR-3-WH,845060032550,N/A,N/A,N/A,44.98,37.94,35.90,60.78,53.74
WEC-3MDR-42,845060048612,N/A,N/A,N/A,63.98,52.94,50.90,84.78,74.74
WEC-3PDR-52,845060048629,N/A,N/A,N/A,59.98,49.94,47.90,79.78,70.74
WEC-3MR-48,845060048650,N/A,N/A,N/A,72.98,60.94,57.90,96.78,85.74
WEC-3PR-60,845060048674,N/A,N/A,N/A,72.98,60.94,57.90,96.78,85.74
WEC-3MR-4-BR,845060032536,N/A,N/A,N/A,47.98,39.94,38.90,63.78,56.74
WEC-3PDR-58-BR,845060049831,N/A,N/A,N/A,67.98,56.94,54.90,90.78,80.74
WEC-3PDR-58-WH,845060049848,N/A,N/A,N/A,67.98,56.94,54.90,90.78,80.74
WEC-2MRHB2,845060050226,N/A,N/A,N/A,79.98,66.94,63.90,106.78,94.74
WEC-3MR-45,845060048643,N/A,N/A,N/A,76.98,63.94,61.90,101.78,90.74
WEC-2MD-33,845060048780,N/A,N/A,N/A,30.98,25.94,24.90,41.78,36.74
WEC-2MDR-33,845060049473,N/A,N/A,N/A,26.98,22.94,21.36,36.78,32.74
WEC-2MDRH-35,845060053753,N/A,N/A,N/A,38.98,32.94,31.90,52.78,46.74
WEC-2P-44,845060048667,N/A,N/A,N/A,33.98,28.94,27.90,45.78,40.74
WEC-2ADP,845060048698,N/A,N/A,N/A,8.47,7.06,6.78,11.78,9.74
WEC-2RC-33,845060049466,N/A,N/A,N/A,24.98,24.98,24.98,39.78,35.74
WEC-2TS,845060048810,N/A,N/A,N/A,25.98,21.19,20.34,33.78,29.74
WEC-ON50-BR,845060038255,N/A,N/A,N/A,3.39,2.82,2.71,4.49,3.98
WEC-ON50-WH,845060038248,N/A,N/A,N/A,3.39,2.82,2.71,4.49,3.98
LLHB-SENB,845060013443,N/A,N/A,N/A,4.42,4.24,4.07,6.73,5.97
CRE-01-30K-BR,845060021813,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-01-40K-BR,845060021875,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-01-50K-BR,845060021936,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-01-30K-SIL,845060021998,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-01-40K-SIL,845060022056,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-01-50K-SIL,845060022117,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-02-30K-BR,845060021820,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-02-40K-BR,845060021882,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-02-50K-BR,845060021943,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-02-30K-SIL,845060022001,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-02-40K-SIL,845060022063,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-02-50K-SIL,845060022124,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-03-30K-BR,845060021837,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-03-40K-BR,845060021899,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-03-50K-BR,845060021950,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-03-30K-SIL,845060022018,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-03-40K-SIL,845060022070,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-03-50K-SIL,845060022131,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-04-30K-BR,845060021844,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-04-40K-BR,845060021905,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-04-50K-BR,845060021967,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-04-30K-SIL,845060022025,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-04-40K-SIL,845060022087,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-04-50K-SIL,845060022148,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-05-30K-BR,845060021851,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-05-40K-BR,845060021912,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-05-50K-BR,845060021974,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-05-30K-SIL,845060022032,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-05-40K-SIL,845060022094,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-05-50K-SIL,845060022155,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-06-30K-BR,845060021868,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-06-40K-BR,845060021929,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-06-50K-BR,845060021981,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-06-30K-SIL,845060022049,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-06-40K-SIL,845060022100,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-06-50K-SIL,845060022162,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-07-30K-BR,845060022544,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-07-40K-BR,845060022551,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-07-50K-BR,845060022568,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-07-30K-SIL,845060022575,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-07-40K-SIL,845060022582,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-07-50K-SIL,845060022599,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-08-30K-BR,845060033458,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-08-40K-BR,845060033496,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-08-50K-BR,845060033533,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-08-30K-SIL,845060033571,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-08-40K-SIL,845060033618,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-08-50K-SIL,845060033663,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-10-30K-BR,845060033700,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-10-40K-BR,845060033748,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-10-50K-BR,845060033786,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-10-30K-SIL,845060033823,10W(2.5WX4),900LM,3000K,128.94,128.94,128.94,204.78,181.74
CRE-10-40K-SIL,845060033861,10W(2.5WX4),900LM,4000K,128.94,128.94,128.94,204.78,181.74
CRE-10-50K-SIL,845060033908,10W(2.5WX4),800LM,5000K,128.94,128.94,128.94,204.78,181.74
CRE-HL20-01-30K-BR,845060064230,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-01-40K-BR,845060064254,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-01-50K-BR,845060064278,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-01-30K-SIL,845060064247,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-01-40K-SIL,845060064261,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-01-50K-SIL,845060064285,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-02-30K-BR,845060064292,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-02-40K-BR,845060064315,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-02-50K-BR,845060064339,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-02-30K-SIL,845060064308,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-02-40K-SIL,845060064322,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-02-50K-SIL,845060064346,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-03-30K-BR,845060064353,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-03-40K-BR,845060064377,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-03-50K-BR,845060064391,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-03-30K-SIL,845060064360,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-03-40K-SIL,845060064384,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-03-50K-SIL,845060064407,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-04-30K-BR,845060064414,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-04-40K-BR,845060064438,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-04-50K-BR,845060064452,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-04-30K-SIL,845060064421,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-04-40K-SIL,845060064445,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-04-50K-SIL,845060064469,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-05-30K-BR,845060064476,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-05-40K-BR,845060064490,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-05-50K-BR,845060064513,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-05-30K-SIL,845060064483,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-05-40K-SIL,845060064506,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-05-50K-SIL,845060064520,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-06-30K-BR,845060064537,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-06-40K-BR,845060064551,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-06-50K-BR,845060064575,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-06-30K-SIL,845060064544,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-06-40K-SIL,845060064568,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-06-50K-SIL,845060064582,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-07-30K-BR,845060064599,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-07-40K-BR,845060064612,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-07-50K-BR,845060064636,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-07-30K-SIL,845060064605,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-07-40K-SIL,845060064629,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-07-50K-SIL,845060064643,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-08-30K-BR,845060064650,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-08-40K-BR,845060064674,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-08-50K-BR,845060064698,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-08-30K-SIL,845060064667,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-08-40K-SIL,845060064681,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-08-50K-SIL,845060064704,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-10-30K-BR,845060064711,20W(5WX4),1800LM,3000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-10-40K-BR,845060064735,20W(5WX4),1800LM,4000K,154.00,154.00,154.00,244.78,216.74
CRE-HL20-10-50K-BR,845060064759,20W(5WX4),1800LM,5000K,154.00,154.00,154.00,244.78,216.74
