ITEMNO.,UPC,WATTS,LUMENS,COLOR TEMP,"NON STOCKING DIST.
OR ANY QUANTITY","STOCKING DIST.
OR
$2500 MIN.","WIP
OR
$5000 MIN.","MSRP
PRICE","IMAP
PRICE"
LFX-SM-10-30W-MCTP-KN-SV,845060077742,10W/15W/20W/30W,130LM/W,30K/40K/50K/57K,65.98,58.94,53.90,93.78,82.74
LFX-MD-15-50W-30K-KN,845060072525,15W/20W/30W/50W,130LM/W,3000K,62.98,55.94,50.90,88.78,78.74
LFX-MD-15-50W-40K-KN,845060073973,15W/20W/30W/50W,130LM/W,4000K,62.98,55.94,50.90,88.78,78.74
LFX-MD-15-50W-50K-KN,845060072518,15W/20W/30W/50W,130LM/W,5000K,62.98,55.94,50.90,88.78,78.74
LFX-MD-15-50W-MCTP-KN,845060073096,15W/20W/30W/50W,130LM/W,30K/40K/50K/57K,78.98,70.94,64.90,112.78,99.74
LFX-MD-15-50W-MCTP-KN-WH,845060072990,15W/20W/30W/50W,130LM/W,30K/40K/50K/57K,82.98,74.94,67.90,119.78,105.74
LFX-MD-15-50W-MCTP-KN-BK,845060077759,15W/20W/30W/50W,130LM/W,30K/40K/50K/57K,82.98,74.94,67.90,119.78,105.74
LFX-MD-15-50W-MCTP-KN-SV,845060077766,15W/20W/30W/50W,130LM/W,30K/40K/50K/57K,82.98,74.94,67.90,119.78,105.74
LFX-LG-50-150W-30K,845060072556,50W/80W/100W/150W,140LM/W,3000K,129.98,117.94,109.90,187.78,166.74
LFX-LG-50-150W-40K,845060072563,50W/80W/100W/150W,140LM/W,4000K,129.98,117.94,109.90,187.78,166.74
LFX-LG-50-150W-50K,845060072570,50W/80W/100W/150W,140LM/W,5000K,129.98,117.94,109.90,187.78,166.74
LFX-XL-150-300W-30K,845060072587,150W/200W/240W/300W,145LM/W,3000K,265.98,240.94,226.90,382.78,339.74
LFX-XL-150-300W-40K,845060072600,150W/200W/240W/300W,145LM/W,4000K,265.98,240.94,226.90,382.78,339.74
LFX-XL-150-300W-50K,845060072624,150W/200W/240W/300W,145LM/W,5000K,265.98,240.94,226.90,382.78,339.74
LFX-SM-10-30W-30K-TR,845060074970,10W/15W/20W/30W,130LM/W,3000K,49.98,43.94,39.90,69.78,61.74
LFX-SM-10-30W-50K-TR,845060072532,10W/15W/20W/30W,130LM/W,5000K,49.98,43.94,39.90,69.78,61.74
LFX-SM-10-30W-MCTP-TR,845060073119,10W/15W/20W/30W,130LM/W,30K/40K/50K/57K,64.98,57.94,52.90,92.78,81.74
LFX-MD-15-50W-30K-TR,845060074987,15W/20W/30W/50W,130LM/W,3000K,62.98,55.94,50.90,88.78,78.74
LFX-MD-15-50W-50K-TR,845060072549,15W/20W/30W/50W,130LM/W,5000K,62.98,55.94,50.90,88.78,78.74
LFX-MD-15-50W-MCTP-TR,845060073102,15W/20W/30W/50W,130LM/W,30K/40K/50K/57K,78.98,70.94,64.90,112.78,99.74
LFX-LG-50-150W-50K-480V,845060072594,50W/80W/100W/150W,140LM/W,5000K,204.98,185.94,167.90,295.78,261.74
LFX-XL-150-300W-50K-480V,845060072617,150W/200W/240W/300W,145LM/W,5000K,312.98,283.94,257.90,450.78,399.74
LFX-ASA,845060073348,N/A,N/A,N/A,32.00,32.00,32.00,50.78,45.74
LFX-EXT,845060072655,N/A,N/A,N/A,29.85,29.85,29.85,47.78,42.74
LFX-EXT-WH,845060073317,N/A,N/A,N/A,32.00,32.00,32.00,50.78,45.74
LFX-PASF,845060073355,N/A,N/A,N/A,8.45,8.45,8.45,13.78,11.74
LFX-SF,845060072662,N/A,N/A,N/A,28.78,28.78,28.78,45.78,40.74
LFX-SF-WH,845060073263,N/A,N/A,N/A,30.92,30.92,30.92,49.78,43.74
LFX-TR-A,845060072785,N/A,N/A,N/A,18.08,18.08,18.08,28.78,25.74
LFX-TR-A-WH,845060073324,N/A,N/A,N/A,20.22,20.22,20.22,32.78,28.74
LFX-TR-B,845060072792,N/A,N/A,N/A,18.08,18.08,18.08,28.78,25.74
LFX-TR-B-WH,845060073331,N/A,N/A,N/A,20.22,20.22,20.22,32.78,28.74
LFX-YK,845060073126,N/A,N/A,N/A,18.08,18.08,18.08,28.78,25.74
LFX-YK-WH,845060073256,N/A,N/A,N/A,20.22,20.22,20.22,32.78,28.74
LFXPRO-LG-50-150W-MCTP,845060072631,50W/80W/100W/150W,125LM/W,30K/40K/50K/57K,176.98,160.94,145.90,255.78,226.74
LFXPRO-LG-50-150W-MCTP-WH,845060073133,50W/80W/100W/150W,125LM/W,30K/40K/50K/57K,228.98,207.94,199.90,330.78,292.74
LFXPRO-LG-50-150W-MCTP-BK,845060077971,50W/80W/100W/150W,125LM/W,30K/40K/50K/57K,203.98,183.94,178.90,292.78,258.74
LFXPRO-XL-150-300W-MCTP,845060072648,150W/200W/240W/300W,125LM/W,30K/40K/50K/57K,311.98,282.94,260.90,449.78,398.74
LFXPRO-XL-150-300W-MCTP-WH,845060073140,150W/200W/240W/300W,125LM/W,30K/40K/50K/57K,375.98,341.94,310.90,543.78,481.74
LFXPRO-XL-150-300W-MCTP-BK,845060077988,150W/200W/240W/300W,125LM/W,30K/40K/50K/57K,343.98,312.94,283.90,496.78,440.74
GSX-SRFC-80-150W-50K,845060072488,80W/100W/120W/150W,140LM/W,5000K,228.98,207.94,188.90,330.78,292.74
GSX-RECS-80-150W-50K,845060088984,80W/100W/120W/150W,140LM/W,5000K,220.98,200.94,181.90,319.78,282.74
CDLX-SM-5-25W-30K,845060073041,5W/10W/15W/25W,120LM/W,3000K,73.98,66.94,59.90,106.78,92.74
CDLX-SM-5-25W-40K,845060088892,5W/10W/15W/25W,120LM/W,4000K,73.98,66.94,59.90,106.78,92.74
CDLX-SM-5-25W-50K,845060088908,5W/10W/15W/25W,120LM/W,5000K,73.98,66.94,59.90,106.78,92.74
CDLX-MD-15-45W-30K,845060088915,15W/25W/35W/45W,120LM/W,3000K,78.98,70.94,64.90,112.78,98.74
CDLX-MD-15-45W-40K,845060072471,15W/25W/35W/45W,120LM/W,4000K,78.98,70.94,64.90,112.78,98.74
CDLX-MD-15-45W-50K,845060072464,15W/25W/35W/45W,120LM/W,5000K,78.98,70.94,64.90,112.78,98.74
CDLX-LG-30-80W-30K,845060088946,20W/40W/60W/80W,120LM/W,3000K,125.98,113.94,102.90,180.78,158.74
CDLX-LG-30-80W-40K,845060088953,20W/40W/60W/80W,120LM/W,4000K,125.98,113.94,102.90,180.78,158.74
CDLX-LG-30-80W-50K,845060088960,20W/40W/60W/80W,120LM/W,5000K,125.98,113.94,102.90,180.78,158.74
FLD2-15W-30K-D-KN,845060072969,15W,1900LM,3000K,49.98,43.94,39.90,69.78,61.74
FLD2-15W-50K-D-KN,845060072976,15W,1900LM,5000K,49.98,43.94,39.90,69.78,61.74
FLD2-28W-30K-D-KN,845060072945,28W,3500LM,3000K,73.98,66.94,59.90,106.78,94.74
FLD2-28W-50K-D-KN,845060072952,28W,3500LM,5000K,73.98,66.94,59.90,106.78,94.74
FLD2-42W-30K-D-KN,845060073812,42W,5200LM,3000K,103.98,94.94,85.90,150.78,133.74
FLD2-42W-50K-D-KN,845060073805,42W,5200LM,5000K,103.98,94.94,85.90,150.78,133.74
WMX-SM-15-30W-30K,845060072686,15W/20W/25W/30W,130LM/W,3000K,66.98,59.94,54.90,95.78,84.74
WMX-SM-15-30W-40K,845060074994,15W/20W/25W/30W,130LM/W,4000K,66.98,59.94,54.90,95.78,84.74
WMX-SM-15-30W-50K,845060072693,15W/20W/25W/30W,130LM/W,5000K,66.98,59.94,54.90,95.78,84.74
WMX-MD-20-50W-30K,845060073744,20/30W/40W/50W,130LM/W,3000K,74.98,67.94,60.90,107.78,95.74
WMX-MD-20-50W-40K,845060072709,20/30W/40W/50W,130LM/W,4000K,74.98,67.94,60.90,107.78,95.74
WMX-MD-20-50W-50K,845060072716,20/30W/40W/50W,130LM/W,5000K,74.98,67.94,60.90,107.78,95.74
WMX-MD-20-80W-30K,845060073751,20W/40W/60W80W,130LM/W,3000K,99.98,89.94,81.90,142.78,126.74
WMX-MD-20-80W-40K,845060072723,20W/40W/60W80W,130LM/W,4000K,99.98,89.94,81.90,142.78,126.74
WMX-MD-20-80W-50K,845060072730,20W/40W/60W80W,130LM/W,5000K,99.98,89.94,81.90,142.78,126.74
WMX-LG-50-120W-30K,845060078343,50W/80W/100W/120W,130LM/W,5000K,170.98,154.94,140.90,246.78,218.74
WMX-LG-50-120W-40K,845060074383,50W/80W/100W/120W,130LM/W,5000K,170.98,154.94,140.90,246.78,218.74
WMX-LG-50-120W-50K,845060072679,50W/80W/100W/120W,130LM/W,5000K,170.98,154.94,140.90,246.78,218.74
WMXPRO-SM-15-30W-MCTP,845060072754,15W/20W/25W/30W,130LM/W,30K/40K/50K/57K,78.98,70.94,64.90,112.78,99.74
WMXPRO-MD-20-60W-MCTP,845060072747,20W/30W/50W/60W,130LM/W,30K/40K/50K/57K,98.98,88.94,80.90,141.78,125.74
WMXPRO-MD-20-80W-MCTP,845060072761,20W/40W/60W80W,130LM/W,30K/40K/50K/57K,121.98,110.94,99.90,176.78,156.74
WMXPRO-LG-50-120W-MCTP,845060072778,50W/80W/100W/120W,130LM/W,30K/40K/50K/57K,198.98,180.94,163.90,287.78,254.74
LF4PRO-50-150W-MCTP,845060073034,50W/80W/100W/150W,125LM/W,30K/40K/50K/57K,176.98,160.94,145.90,255.78,226.74
LF4-15W-50K-KN,845060072938,15W,1900LM,5000K,39.98,38.94,35.90,61.78,54.74
LF4-15W-30K-KN,845060072921,15W,1900LM,3000K,39.98,38.94,35.90,61.78,54.74
LF4-30W-50K-D-KN,845060074147,30W,4050LM,5000K,71.98,63.94,54.90,101.78,90.74
LF4-30W-30K-D-KN,845060073829,30W,4050LM,3000K,71.98,63.94,54.90,101.78,90.74
LF4-50W-50K-D-KN,845060074437,50W,6750LM,5000K,97.98,82.94,78.90,131.78,116.74
LF4-50W-30K-D-KN,845060074420,50W,6750LM,3000K,97.98,82.94,78.90,131.78,116.74
LF-SHROUD-A,845060072044,N/A,N/A,N/A,31.98,31.98,31.98,50.78,45.74
LF-SHROUD-B,845060072051,N/A,N/A,N/A,39.98,39.98,39.98,63.78,56.74
LF-SHROUD-F,845060072099,N/A,N/A,N/A,52.98,52.98,52.98,84.78,74.74
LF-SHROUD-D,845060072075,N/A,N/A,N/A,38.98,38.98,38.98,61.78,54.74
LF-SHROUD-E,845060072082,N/A,N/A,N/A,50.98,50.98,50.98,80.78,71.74
LF-SHROUD-G,845060072105,N/A,N/A,N/A,64.98,64.98,64.98,103.78,91.74
LFX-WG-A,845060074475,N/A,N/A,N/A,21.38,21.38,21.38,33.78,30.74
LFX-WG-B,845060074482,N/A,N/A,N/A,24.98,24.98,24.98,39.78,35.74
LFXPRO-WG-A,845060074499,N/A,N/A,N/A,21.38,21.38,21.38,33.78,30.74
LFXPRO-WG-B,845060074505,N/A,N/A,N/A,24.98,24.98,24.98,39.78,35.74
T8-EZ6-AHL-2FT-15W-40K-C,845060062090,15W,1725LM,4000K,8.50,7.95,7.20,12.78,10.74
T8-EZ6-AHL-2FT-15W-40K-F,845060062083,15W,1650LM,4000K,8.50,7.95,7.20,12.78,10.74
T8-EZ6-AHL-2FT-15W-50K-C,845060062106,15W,1725LM,5000K,8.50,7.95,7.20,12.78,10.74
T8-EZ6-AHL-2FT-15W-50K-F,845060062113,15W,1650LM,5000K,8.50,7.95,7.20,12.78,10.74
T8-EZ6-AHL-4FT-18W-30K-C,845060062120,18W,2070LM,3000K,8.99,8.50,7.90,13.78,11.74
T8-EZ6-AHL-4FT-18W-30K-F,845060062137,18W,1980LM,3000K,8.99,8.50,7.90,13.78,11.74
T8-EZ6-AHL-4FT-18W-35K-C,845060062151,18W,2070LM,3500K,8.99,8.50,7.90,13.78,11.74
T8-EZ6-AHL-4FT-18W-35K-F,845060062144,18W,1980LM,3500K,8.99,8.50,7.90,13.78,11.74
T8-EZ6-AHL-4FT-18W-40K-C,845060062168,18W,2070LM,4000K,8.99,8.50,7.90,13.78,11.74
T8-EZ6-AHL-4FT-18W-40K-F,845060062175,18W,1980LM,4000K,8.99,8.50,7.90,13.78,11.74
T8-EZ6-AHL-4FT-18W-50K-C,845060062182,18W,2070LM,5000K,8.99,8.50,7.90,13.78,11.74
T8-EZ6-AHL-4FT-18W-50K-F,845060062199,18W,1980LM,5000K,8.99,8.50,7.90,13.78,11.74
LLVT-4FT-40W-MCT-D-480V,845060075007,40W,5000LM,35K/40K/50K,226.98,214.94,203.90,341.78,302.74
LLVT-4FT-75W-MCT-D-480V,845060075014,75W,9375LM,35K/40K/50K,266.98,251.94,229.90,400.78,354.74
LLVT-4FT-100W-MCT-D-480V,845060075021,100W,13500LM,35K/40K/50K,363.98,339.94,318.90,539.78,478.74
LLVT-4FT-150W-50K-D-480V,845060075038,150W,20250LM,5000K,413.98,385.94,359.90,612.78,543.74
LLVT-4FT-150W-40K-D-480V,845060075045,150W,20250LM,4000K,413.98,385.94,359.90,612.78,543.74
LLVT-8FT-65W-50K-D-480V,845060075052,65W,8450LM,5000K,346.98,313.94,287.90,498.78,442.74
LLVT-8FT-65W-40K-D-480V,845060075069,65W,8450LM,4000K,346.98,313.94,287.90,498.78,442.74
LLVT-8FT-100W-50K-D-480V,845060075076,100W,13000LM,5000K,388.98,351.94,319.90,558.78,495.74
LLVT-8FT-100W-40K-D-480V,845060075083,100W,13000LM,4000K,388.98,351.94,319.90,558.78,495.74
SCPP-DEC,845060049350,N/A,N/A,N/A,19.26,19.26,19.26,30.78,27.74
UHX-150W-MP-50K-480V,845060075090,50W/80W/100W/150W,160LM/W,5000K,231.98,209.94,190.90,333.78,291.74
UHX-230W-MP-50K-480V,845060075106,100W/150W/200W/230W,160LM/W,5000K,317.98,288.94,262.90,458.78,401.74
UHX-300W-MP-50K-480V,845060075113,150W/200W/240W/300W,160LM/W,5000K,386.98,350.94,318.90,557.78,487.74
UHX-150W-MCTP-480V,845060075120,50W/80W/100W/150W,125LM/W,30K/40K/50K/57K,264.98,239.94,217.90,381.78,333.74
UHX-150W-MCTP-WH-480V,845060075137,50W/80W/100W/150W,125LM/W,30K/40K/50K/57K,319.98,289.94,263.90,460.78,402.74
UHX-230W-MCTP-480V,845060075144,100W/150W/200W/230W,125LM/W,30K/40K/50K/57K,385.98,349.94,317.90,555.78,485.74
UHX-230W-MCTP-WH-480V,845060075151,100W/150W/200W/230W,125LM/W,30K/40K/50K/57K,440.98,400.94,363.90,636.78,556.74
LA-112-BZ-12IN,845060075168,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-115-BZ-12IN,845060075175,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-117-BZ-12IN,845060075182,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-116-BZ-12IN,845060075199,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-118-BZ-12IN,845060075205,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-111-BZ-12IN,845060075212,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-111-CR-12IN,845060075229,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-116-CR-12IN,845060075236,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
LA-117-CR-12IN,845060075243,3W,200LM,3000K,68.98,61.94,61.94,98.78,89.74
EXAD143,845060008920,N/A,N/A,N/A,3.69,3.69,3.69,5.86,5.20
EX123-50,845060001655,N/A,N/A,N/A,49.98,49.98,49.98,79.78,70.74
EX123-100,845060001662,N/A,N/A,N/A,113.98,79.94,79.94,181.78,160.74
EX143-25,845060001549,N/A,N/A,N/A,21.20,21.20,21.20,33.78,29.74
EX143-50,845060001556,N/A,N/A,N/A,35.98,35.98,35.98,57.78,50.74
EX163-25,845060001440,N/A,N/A,N/A,11.58,11.58,11.58,18.78,16.74
EX163-50,845060001457,N/A,N/A,N/A,24.98,17.25,17.25,39.78,35.74
EXL143-50,845060008746,N/A,N/A,N/A,28.98,28.98,28.98,46.78,40.74
EXL123-50,845060008807,N/A,N/A,N/A,53.98,53.98,53.98,85.78,76.74
DRY4,845060000146,N/A,N/A,N/A,11.02,7.72,7.72,17.78,15.74
DRY5,845060000153,N/A,N/A,N/A,12.80,8.96,8.96,20.78,18.74
LFX-XS-15W-30K-TR,845060074567,15W,1950LM,3000K,29.98,26.94,23.90,42.78,37.74
LFX-XS-15W-40K-TR,845060074574,15W,1950LM,4000K,29.98,26.94,23.90,42.78,37.74
LFX-XS-15W-50K-TR,845060074581,15W,1950LM,5000K,29.98,26.94,23.90,42.78,37.74
LA-120-BZ,845060050288,3W,200LM,3000K,64.98,55.94,55.94,88.78,80.74
CRLC4-15W-30K-A-D,845060075250,15W,1200-1275LM,3000K,58.07,54.03,49.99,85.78,76.74
CRLC4-15W-40K-A-D,845060075267,15W,1200-1275LM,4000K,58.07,54.03,49.99,93.78,82.74
CRLC4-15W-50K-A-D,845060075274,15W,1200-1275LM,5000K,58.07,54.03,49.99,93.78,82.74
CRLC4-15W-MCT-A-D,845060075281,15W,1200-1275LM,3000K/4000K/5000K,58.07,54.03,49.99,93.78,82.74
CRLC4-15W-30K-A-D-WH,845060075298,15W,1200-1275LM,3000K,59.61,55.57,51.53,88.78,78.74
CRLC4-15W-40K-A-D-WH,845060075304,15W,1200-1275LM,4000K,59.61,55.57,51.53,93.78,82.74
CRLC4-15W-50K-A-D-WH,845060075311,15W,1200-1275LM,5000K,59.61,55.57,51.53,93.78,82.74
CRLC4-15W-MCT-A-D-WH,845060075328,15W,1200-1275LM,3000K/4000K/5000K,59.61,55.57,51.53,93.78,82.74
CRLC4-15W-30K-S-D,845060075335,15W,1200-1275LM,3000K,61.18,57.14,53.10,90.78,80.74
CRLC4-15W-40K-S-D,845060075342,15W,1200-1275LM,4000K,61.18,57.14,53.10,93.78,82.74
CRLC4-15W-50K-S-D,845060075359,15W,1200-1275LM,5000K,61.18,57.14,53.10,93.78,82.74
CRLC4-15W-MCT-S-D,845060075366,15W,1200-1275LM,3000K/4000K/5000K,61.18,57.14,53.10,93.78,82.74
CRLC4-15W-30K-SA-D,845060075373,15W,1200-1275LM,3000K,64.28,60.24,56.20,95.78,84.74
CRLC4-15W-40K-SA-D,845060075380,15W,1200-1275LM,4000K,64.28,60.24,56.20,93.78,82.74
CRLC4-15W-50K-SA-D,845060075397,15W,1200-1275LM,5000K,64.28,60.24,56.20,93.78,82.74
CRLC4-15W-MCT-SA-D,845060075403,15W,1200-1275LM,3000K/4000K/5000K,64.28,60.24,56.20,93.78,82.74
CRLC4-15W-30K-S-D-WH,845060075410,15W,1200-1275LM,3000K,62.73,58.69,54.65,93.78,82.74
CRLC4-15W-40K-S-D-WH,845060075427,15W,1200-1275LM,4000K,62.73,58.69,54.65,93.78,82.74
CRLC4-15W-50K-S-D-WH,845060075434,15W,1200-1275LM,5000K,62.73,58.69,54.65,93.78,82.74
CRLC4-15W-MCT-S-D-WH,845060075441,15W,1200-1275LM,3000K/4000K/5000K,62.73,58.69,54.65,93.78,82.74
CRLC4-15W-30K-SA-D-WH,845060075458,15W,1200-1275LM,3000K,68.95,64.91,60.87,103.78,91.74
CRLC4-15W-40K-SA-D-WH,845060075465,15W,1200-1275LM,4000K,68.95,64.91,60.87,93.78,82.74
CRLC4-15W-50K-SA-D-WH,845060075472,15W,1200-1275LM,5000K,68.95,64.91,60.87,93.78,82.74
CRLC4-15W-MCT-SA-D-WH,845060075489,15W,1200-1275LM,3000K/4000K/5000K,68.95,64.91,60.87,93.78,82.74
CRLC4-20W-30K-A-D,845060075496,20W,1600-1720LM,3000K,68.07,62.03,57.99,98.78,87.74
CRLC4-20W-40K-A-D,845060075502,20W,1600-1720LM,4000K,68.07,62.03,57.99,105.78,93.74
CRLC4-20W-50K-A-D,845060075519,20W,1600-1720LM,5000K,68.07,62.03,57.99,105.78,93.74
CRLC4-20W-MCT-A-D,845060075526,20W,1600-1720LM,3000K/4000K/5000K,68.07,62.03,57.99,105.78,93.74
CRLC4-20W-30K-A-D-WH,845060075533,20W,1600-1720LM,3000K,69.61,63.57,59.53,100.78,89.74
CRLC4-20W-40K-A-D-WH,845060075540,20W,1600-1720LM,4000K,69.61,63.57,59.53,105.78,93.74
CRLC4-20W-50K-A-D-WH,845060075557,20W,1600-1720LM,5000K,69.61,63.57,59.53,105.78,93.74
CRLC4-20W-MCT-A-D-WH,845060075564,20W,1600-1720LM,3000K/4000K/5000K,69.61,63.57,59.53,105.78,93.74
CRLC4-20W-30K-S-D,845060075571,20W,1600-1720LM,3000K,71.18,65.14,61.10,103.78,91.74
CRLC4-20W-40K-S-D,845060075588,20W,1600-1720LM,4000K,71.18,65.14,61.10,105.78,93.74
CRLC4-20W-50K-S-D,845060075595,20W,1600-1720LM,5000K,71.18,65.14,61.10,105.78,93.74
CRLC4-20W-MCT-S-D,845060075601,20W,1600-1720LM,3000K/4000K/5000K,71.18,65.14,61.10,105.78,93.74
CRLC4-20W-30K-SA-D,845060075618,20W,1600-1720LM,3000K,74.28,68.24,64.20,108.78,96.74
CRLC4-20W-40K-SA-D,845060075625,20W,1600-1720LM,4000K,74.28,68.24,64.20,105.78,93.74
CRLC4-20W-50K-SA-D,845060075632,20W,1600-1720LM,5000K,74.28,68.24,64.20,105.78,93.74
CRLC4-20W-MCT-SA-D,845060075649,20W,1600-1720LM,3000K/4000K/5000K,74.28,68.24,64.20,105.78,93.74
CRLC4-20W-30K-S-D-WH,845060075656,20W,1600-1720LM,3000K,72.73,66.69,62.65,105.78,93.74
CRLC4-20W-40K-S-D-WH,845060075663,20W,1600-1720LM,4000K,72.73,66.69,62.65,105.78,93.74
CRLC4-20W-50K-S-D-WH,845060075670,20W,1600-1720LM,5000K,72.73,66.69,62.65,105.78,93.74
CRLC4-20W-MCT-S-D-WH,845060075687,20W,1600-1720LM,3000K/4000K/5000K,72.73,66.69,62.65,105.78,93.74
CRLC4-20W-30K-SA-D-WH,845060075694,20W,1600-1720LM,3000K,78.95,72.91,68.87,115.78,102.74
CRLC4-20W-40K-SA-D-WH,845060075700,20W,1600-1720LM,4000K,78.95,72.91,68.87,105.78,93.74
CRLC4-20W-50K-SA-D-WH,845060075717,20W,1600-1720LM,5000K,78.95,72.91,68.87,105.78,93.74
CRLC4-20W-MCT-SA-D-WH,845060075724,20W,1600-1720LM,3000K/4000K/5000K,78.95,72.91,68.87,105.78,93.74
CRLC6-15W-30K-A-D,845060075816,15W,1200-1275LM,3000K,61.18,57.14,53.10,90.78,80.74
CRLC6-15W-40K-A-D,845060075823,15W,1200-1275LM,4000K,61.18,57.14,53.10,90.78,80.74
CRLC6-15W-50K-A-D,845060075830,15W,1200-1275LM,5000K,61.18,57.14,53.10,90.78,80.74
CRLC6-15W-MCT-A-D,845060075847,15W,1200-1275LM,3000K/4000K/5000K,61.18,57.14,53.10,90.78,80.74
CRLC6-15W-30K-A-D-WH,845060075854,15W,1200-1275LM,3000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-40K-A-D-WH,845060075861,15W,1200-1275LM,4000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-50K-A-D-WH,845060075878,15W,1200-1275LM,5000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-MCT-A-D-WH,845060075885,15W,1200-1275LM,3000K/4000K/5000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-30K-S-D,845060075892,15W,1200-1275LM,3000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-40K-S-D,845060075908,15W,1200-1275LM,4000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-50K-S-D,845060075915,15W,1200-1275LM,5000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-MCT-S-D,845060075922,15W,1200-1275LM,3000K/4000K/5000K,62.73,58.69,54.65,93.78,82.74
CRLC6-15W-30K-SA-D,845060075939,15W,1200-1275LM,3000K,67.38,63.34,59.30,99.78,88.74
CRLC6-15W-40K-SA-D,845060075946,15W,1200-1275LM,4000K,67.38,63.34,59.30,99.78,88.74
CRLC6-15W-50K-SA-D,845060075953,15W,1200-1275LM,5000K,67.38,63.34,59.30,99.78,88.74
CRLC6-15W-MCT-SA-D,845060075960,15W,1200-1275LM,3000K/4000K/5000K,67.38,63.34,59.30,99.78,88.74
CRLC6-15W-30K-S-D-WH,845060075977,15W,1200-1275LM,3000K,64.28,60.24,56.20,95.78,84.74
CRLC6-15W-40K-S-D-WH,845060075984,15W,1200-1275LM,4000K,64.28,60.24,56.20,95.78,84.74
CRLC6-15W-50K-S-D-WH,845060075991,15W,1200-1275LM,5000K,64.28,60.24,56.20,95.78,84.74
CRLC6-15W-MCT-S-D-WH,845060076004,15W,1200-1275LM,3000K/4000K/5000K,64.28,60.24,56.20,95.78,84.74
CRLC6-15W-30K-SA-D-WH,845060076011,15W,1200-1275LM,3000K,68.95,64.91,60.87,103.78,91.74
CRLC6-15W-40K-SA-D-WH,845060076028,15W,1200-1275LM,4000K,68.95,64.91,60.87,103.78,91.74
CRLC6-15W-50K-SA-D-WH,845060076035,15W,1200-1275LM,5000K,68.95,64.91,60.87,103.78,91.74
CRLC6-15W-MCT-SA-D-WH,845060076042,15W,1200-1275LM,3000K/4000K/5000K,68.95,64.91,60.87,103.78,91.74
CRLC6-20W-30K-A-D,845060076059,20W,1600-1720LM,3000K,71.18,65.14,60.10,104.78,92.74
CRLC6-20W-40K-A-D,845060076066,20W,1600-1720LM,4000K,71.18,65.14,60.10,104.78,92.74
CRLC6-20W-50K-A-D,845060076073,20W,1600-1720LM,5000K,71.18,65.14,60.10,104.78,92.74
CRLC6-20W-MCT-A-D,845060076080,20W,1600-1720LM,3000K/4000K/5000K,71.18,65.14,60.10,104.78,92.74
CRLC6-20W-30K-A-D-WH,845060076097,20W,1600-1720LM,3000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-40K-A-D-WH,845060076103,20W,1600-1720LM,4000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-50K-A-D-WH,845060076110,20W,1600-1720LM,5000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-MCT-A-D-WH,845060076127,20W,1600-1720LM,3000K/4000K/5000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-30K-S-D,845060076134,20W,1600-1720LM,3000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-40K-S-D,845060076141,20W,1600-1720LM,4000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-50K-S-D,845060076158,20W,1600-1720LM,5000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-MCT-S-D,845060076165,20W,1600-1720LM,3000K/4000K/5000K,72.73,66.69,62.65,106.78,94.74
CRLC6-20W-30K-SA-D,845060076172,20W,1600-1720LM,3000K,77.38,71.34,67.30,114.78,101.74
CRLC6-20W-40K-SA-D,845060076189,20W,1600-1720LM,4000K,77.38,71.34,67.30,114.78,101.74
CRLC6-20W-50K-SA-D,845060076196,20W,1600-1720LM,5000K,77.38,71.34,67.30,114.78,101.74
CRLC6-20W-MCT-SA-D,845060076202,20W,1600-1720LM,3000K/4000K/5000K,77.38,71.34,67.30,114.78,101.74
CRLC6-20W-30K-S-D-WH,845060076219,20W,1600-1720LM,3000K,74.28,68.24,64.20,109.78,97.74
CRLC6-20W-40K-S-D-WH,845060076226,20W,1600-1720LM,4000K,74.28,68.24,64.20,109.78,97.74
CRLC6-20W-50K-S-D-WH,845060076233,20W,1600-1720LM,5000K,74.28,68.24,64.20,109.78,97.74
CRLC6-20W-MCT-S-D-WH,845060076240,20W,1600-1720LM,3000K/4000K/5000K,74.28,68.24,64.20,109.78,97.74
