parent_sku,child_sku,watteg_&_lumen_option,Color_Temperature
LT-LEDH-CFK9-UTD,LT-LEDH-CFK9-UTD-30W-3500K,"30 System Watts\, 2195 Delivered Lumens",3500K
LT-LEDH-CFK9-UTD,LT-LEDH-CFK9-UTD-30W-4000K,"30 System Watts\, 2195 Delivered Lumens",4000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-14W-2700K,"14 System Watts\, 935 Delivered Lumens",2700K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-14W-3000K,"14 System Watts\, 935 Delivered Lumens",3000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-14W-3500K,"14 System Watts\, 935 Delivered Lumens",3500K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-14W-4000K,"14 System Watts\, 935 Delivered Lumens",4000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-23W-2700K,"23 System Watts\, 1700 Delivered Lumens",2700K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-23W-3000K,"23 System Watts\, 1700 Delivered Lumens",3000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-23W-3500K,"23 System Watts\, 1700 Delivered Lumens",3500K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-23W-4000K,"23 System Watts\, 1700 Delivered Lumens",4000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-30W-2700K,"30 System Watts\, 2195 Delivered Lumens",2700K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-30W-3000K,"30 System Watts\, 2195 Delivered Lumens",3000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-30W-3500K,"30 System Watts\, 2195 Delivered Lumens",3500K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-30W-4000K,"30 System Watts\, 2195 Delivered Lumens",4000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-45W-2700K,"45 System Watts\, 3370 Delivered Lumens",2700K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-45W-3000K,"45 System Watts\, 3370 Delivered Lumens",3000K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-45W-3500K,"45 System Watts\, 3370 Delivered Lumens",3500K
LT-LEDH-CFK9-UZTD,LT-LEDH-CFK9-UZTD-45W-4000K,"45 System Watts\, 3370 Delivered Lumens",4000K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-23W-2700K,"23 System Watts\, 1740 Delivered Lumens",2700K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-23W-3000K,"23 System Watts\, 1740 Delivered Lumens",3000K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-23W-3500K,"23 System Watts\, 1740 Delivered Lumens",3500K
LT-LEDH-AFK4-UTD,LT-LEDH-AFK4-UTD-23W-4000K,"23 System Watts\, 1740 Delivered Lumens",4000K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-14W-2700K,"14 System Watts\, 960 Delivered Lumens",2700K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-14W-3000K,"14 System Watts\, 960 Delivered Lumens",3000K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-14W-3500K,"14 System Watts\, 960 Delivered Lumens",3500K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-14W-4000K,"14 System Watts\, 960 Delivered Lumens",4000K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-23W-2700K,"23 System Watts\, 1488 Delivered Lumens",2700K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-23W-3000K,"23 System Watts\, 1488 Delivered Lumens",3000K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-23W-3500K,"23 System Watts\, 1488 Delivered Lumens",3500K
LT-LEDH-AFK4-UZTD,LT-LEDH-AFK4-UZTD-23W-4000K,"23 System Watts\, 1488 Delivered Lumens",4000K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-23W-2700K,"23 System Watts\, 1790 Delivered Lumens",2700K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-23W-3000K,"23 System Watts\, 1790 Delivered Lumens",3000K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-23W-3500K,"23 System Watts\, 1790 Delivered Lumens",3500K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-23W-4000K,"23 System Watts\, 1790 Delivered Lumens",4000K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-30W-2700K,"30 System Watts\, 2235 Delivered Lumens",2700K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-30W-3000K,"30 System Watts\, 2235 Delivered Lumens",3000K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-30W-3500K,"30 System Watts\, 2235 Delivered Lumens",3500K
LT-LEDH-AFK6-UTD,LT-LEDH-AFK6-UTD-30W-4000K,"30 System Watts\, 2235 Delivered Lumens",4000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-23W-2700K,"23 System Watts\, 1790 Delivered Lumens",2700K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-23W-3000K,"23 System Watts\, 1790 Delivered Lumens",3000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-23W-3500K,"23 System Watts\, 1790 Delivered Lumens",3500K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-23W-4000K,"23 System Watts\, 1790 Delivered Lumens",4000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-30W-2700K,"30 System Watts\, 2235 Delivered Lumens",2700K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-30W-3000K,"30 System Watts\, 2235 Delivered Lumens",3000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-30W-3500K,"30 System Watts\, 2235 Delivered Lumens",3500K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-30W-4000K,"30 System Watts\, 2235 Delivered Lumens",4000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-45W-2700K,"45 System Watts\, 3220 Delivered Lumens",2700K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-45W-3000K,"45 System Watts\, 3220 Delivered Lumens",3000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-45W-3500K,"45 System Watts\, 3220 Delivered Lumens",3500K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-45W-4000K,"45 System Watts\, 3220 Delivered Lumens",4000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-50HW-2700K,"50 System Watts\, 5000 Delivered Lumens",2700K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-50HW-3000K,"50 System Watts\, 5000 Delivered Lumens",3000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-50HW-3500K,"50 System Watts\, 5000 Delivered Lumens",3500K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-50HW-4000K,"50 System Watts\, 5000 Delivered Lumens",4000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-60HW-2700K,"60 System Watts\, 6000 Delivered Lumens",2700K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-60HW-3000K,"60 System Watts\, 6000 Delivered Lumens",3000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-60HW-3500K,"60 System Watts\, 6000 Delivered Lumens",3500K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-60HW-4000K,"60 System Watts\, 6000 Delivered Lumens",4000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-70HW-2700K,"70 System Watts\, 7000 Delivered Lumens",2700K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-70HW-3000K,"70 System Watts\, 7000 Delivered Lumens",3000K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-70HW-3500K,"70 System Watts\, 7000 Delivered Lumens",3500K
LT-LEDH-AFK6-UZTD,LT-LEDH-AFK6-UZTD-70HW-4000K,"70 System Watts\, 7000 Delivered Lumens",4000K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-14W-2700K,"14 System Watts\, 960 Delivered Lumens",2700K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-14W-3000K,"14 System Watts\, 960 Delivered Lumens",3000K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-14W-3500K,"14 System Watts\, 960 Delivered Lumens",3500K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-14W-4000K,"14 System Watts\, 960 Delivered Lumens",4000K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-23W-2700K,"23 System Watts\, 1760 Delivered Lumens",2700K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-23W-3000K,"23 System Watts\, 1760 Delivered Lumens",3000K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-23W-3500K,"23 System Watts\, 1760 Delivered Lumens",3500K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-23W-4000K,"23 System Watts\, 1760 Delivered Lumens",4000K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-30W-2700K,"30 System Watts\, 2280 Delivered Lumens",2700K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-30W-3000K,"30 System Watts\, 2280 Delivered Lumens",3000K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-30W-3500K,"30 System Watts\, 2280 Delivered Lumens",3500K
LT-LEDH-AFK8-UTD,LT-LEDH-AFK8-UTD-30W-4000K,"30 System Watts\, 2280 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-14W-2700K,"14 System Watts\, 960 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-14W-3000K,"14 System Watts\, 960 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-14W-3500K,"14 System Watts\, 960 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-14W-4000K,"14 System Watts\, 960 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-23W-2700K,"23 System Watts\, 1760 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-23W-3000K,"23 System Watts\, 1760 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-23W-3500K,"23 System Watts\, 1760 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-23W-4000K,"23 System Watts\, 1760 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-30W-2700K,"30 System Watts\, 2280 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-30W-3000K,"30 System Watts\, 2280 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-30W-3500K,"30 System Watts\, 2280 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-30W-4000K,"30 System Watts\, 2280 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-45W-2700K,"45 System Watts\, 3340 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-45W-3000K,"45 System Watts\, 3340 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-45W-3500K,"45 System Watts\, 3340 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-45W-4000K,"45 System Watts\, 3340 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-50HW-2700K,"50 System Watts\, 5000 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-50HW-3000K,"50 System Watts\, 5000 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-50HW-3500K,"50 System Watts\, 5000 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-50HW-4000K,"50 System Watts\, 5000 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-60HW-2700K,"60 System Watts\, 6000 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-60HW-3000K,"60 System Watts\, 6000 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-60HW-3500K,"60 System Watts\, 6000 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-60HW-4000K,"60 System Watts\, 6000 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-70HW-2700K,"70 System Watts\, 7000 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-70HW-3000K,"70 System Watts\, 7000 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-70HW-3500K,"70 System Watts\, 7000 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-70HW-4000K,"70 System Watts\, 7000 Delivered Lumens",4000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-90HW-2700K,"90 System Watts\, 8000 Delivered Lumens",2700K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-90HW-3000K,"90 System Watts\, 8000 Delivered Lumens",3000K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-90HW-3500K,"90 System Watts\, 8000 Delivered Lumens",3500K
LT-LEDH-AFK8-UZTD,LT-LEDH-AFK8-UZTD-90HW-4000K,"90 System Watts\, 8000 Delivered Lumens",4000K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-14W-2700K,"14 System Watts\, 935 Delivered Lumens",2700K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-14W-3000K,"14 System Watts\, 935 Delivered Lumens",3000K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-14W-3500K,"14 System Watts\, 935 Delivered Lumens",3500K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-14W-4000K,"14 System Watts\, 935 Delivered Lumens",4000K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-23W-2700K,"23 System Watts\, 1700 Delivered Lumens",2700K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-23W-3000K,"23 System Watts\, 1700 Delivered Lumens",3000K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-23W-3500K,"23 System Watts\, 1700 Delivered Lumens",3500K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-23W-4000K,"23 System Watts\, 1700 Delivered Lumens",4000K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-30W-2700K,"30 System Watts\, 2195 Delivered Lumens",2700K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-30W-3000K,"30 System Watts\, 2195 Delivered Lumens",3000K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-30W-3500K,"30 System Watts\, 2195 Delivered Lumens",3500K
LT-LEDH-AFK9-UTD,LT-LEDH-AFK9-UTD-30W-4000K,"30 System Watts\, 2195 Delivered Lumens",4000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-14W-2700K,"14 System Watts\, 943 Delivered Lumens",2700K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-14W-3000K,"14 System Watts\, 943 Delivered Lumens",3000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-14W-3500K,"14 System Watts\, 943 Delivered Lumens",3500K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-14W-4000K,"14 System Watts\, 943 Delivered Lumens",4000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-23W-2700K,"23 System Watts\, 1500 Delivered Lumens",2700K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-23W-3000K,"23 System Watts\, 1500 Delivered Lumens",3000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-23W-3500K,"23 System Watts\, 1500 Delivered Lumens",3500K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-23W-4000K,"23 System Watts\, 1500 Delivered Lumens",4000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-30W-2700K,"30 System Watts\, 1966 Delivered Lumens",2700K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-30W-3000K,"30 System Watts\, 1966 Delivered Lumens",3000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-30W-3500K,"30 System Watts\, 1966 Delivered Lumens",3500K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-30W-4000K,"30 System Watts\, 1966 Delivered Lumens",4000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-45W-2700K,"45 System Watts\, 2735 Delivered Lumens",2700K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-45W-3000K,"45 System Watts\, 2735 Delivered Lumens",3000K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-45W-3500K,"45 System Watts\, 2735 Delivered Lumens",3500K
LT-LEDH-AFK9-UZTD,LT-LEDH-AFK9-UZTD-45W-4000K,"45 System Watts\, 2735 Delivered Lumens",4000K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-23W-2700K,"23 System Watts\, 1740 Delivered Lumens",2700K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-23W-3000K,"23 System Watts\, 1740 Delivered Lumens",3000K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-23W-3500K,"23 System Watts\, 1740 Delivered Lumens",3500K
LT-LEDH-RFK4-UTD,LT-LEDH-RFK4-UTD-23W-4000K,"23 System Watts\, 1740 Delivered Lumens",4000K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-23W-2700K,"23 System Watts\, 1740 Delivered Lumens",2700K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-23W-3000K,"23 System Watts\, 1740 Delivered Lumens",3000K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-23W-3500K,"23 System Watts\, 1740 Delivered Lumens",3500K
LT-LEDH-RFK4-UZTD,LT-LEDH-RFK4-UZTD-23W-4000K,"23 System Watts\, 1740 Delivered Lumens",4000K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-23W-2700K,"23 System Watts\, 1790 Delivered Lumens",2700K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-23W-3000K,"23 System Watts\, 1790 Delivered Lumens",3000K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-23W-3500K,"23 System Watts\, 1790 Delivered Lumens",3500K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-23W-4000K,"23 System Watts\, 1790 Delivered Lumens",4000K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-30W-2700K,"30 System Watts\, 2235 Delivered Lumens",2700K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-30W-3000K,"30 System Watts\, 2235 Delivered Lumens",3000K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-30W-3500K,"30 System Watts\, 2235 Delivered Lumens",3500K
LT-LEDH-RFK6-UTD,LT-LEDH-RFK6-UTD-30W-4000K,"30 System Watts\, 2235 Delivered Lumens",4000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-23W-2700K,"23 System Watts\, 1790 Delivered Lumens",2700K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-23W-3000K,"23 System Watts\, 1790 Delivered Lumens",3000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-23W-3500K,"23 System Watts\, 1790 Delivered Lumens",3500K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-23W-4000K,"23 System Watts\, 1790 Delivered Lumens",4000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-30W-2700K,"30 System Watts\, 2235 Delivered Lumens",2700K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-30W-3000K,"30 System Watts\, 2235 Delivered Lumens",3000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-30W-3500K,"30 System Watts\, 2235 Delivered Lumens",3500K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-30W-4000K,"30 System Watts\, 2235 Delivered Lumens",4000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-45W-2700K,"45 System Watts\, 3220 Delivered Lumens",2700K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-45W-3000K,"45 System Watts\, 3220 Delivered Lumens",3000K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-45W-3500K,"45 System Watts\, 3220 Delivered Lumens",3500K
LT-LEDH-RFK6-UZTD,LT-LEDH-RFK6-UZTD-45W-4000K,"45 System Watts\, 3220 Delivered Lumens",4000K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-14W-2700K,"14 System Watts\, 950 Delivered Lumens",2700K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-14W-3000K,"14 System Watts\, 950 Delivered Lumens",3000K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-14W-3500K,"14 System Watts\, 950 Delivered Lumens",3500K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-14W-4000K,"14 System Watts\, 950 Delivered Lumens",4000K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-23W-2700K,"23 System Watts\, 1790 Delivered Lumens",2700K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-23W-3000K,"23 System Watts\, 1790 Delivered Lumens",3000K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-23W-3500K,"23 System Watts\, 1790 Delivered Lumens",3500K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-23W-4000K,"23 System Watts\, 1790 Delivered Lumens",4000K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-30W-2700K,"30 System Watts\, 2235 Delivered Lumens",2700K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-30W-3000K,"30 System Watts\, 2235 Delivered Lumens",3000K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-30W-3500K,"30 System Watts\, 2235 Delivered Lumens",3500K
LT-LEDH-RFK8-UTD,LT-LEDH-RFK8-UTD-30W-4000K,"30 System Watts\, 2235 Delivered Lumens",4000K
LT-LEDH-RFK8-UZTD,LT-LEDH-RFK8-UZTD-14W-2700K,"14 System Watts\, 960 Delivered Lumens",2700K
LT-LEDH-RFK8-UZTD,LT-LEDH-RFK8-UZTD-14W-3000K,"14 System Watts\, 960 Delivered Lumens",3000K
LT-LEDH-RFK8-UZTD,LT-LEDH-RFK8-UZTD-14W-3500K,"14 System Watts\, 960 Delivered Lumens",3500K
