parent_sku,child_sku,watteg_&_lumen_option,Color_Temperature
EE-SBL,"EE-SBL-300W-50D-XE G3","300 Watts / 43\,767 Lumens",5000K
EE-SBL,"EE-SBL-300W-50D-WH XE G3","300 Watts / 43\,767 Lumens",5000K
EE-WPT,EE-WPT-45W-40,"45 Watts / 6\,600Lumens",4000K
EE-WPT,EE-WPT-45W-50,"45 Watts / 6\,600Lumens",5000K
EE-WPT,EE-WPT-60W-40,"60 Watts / 7\,700 Lumens",4000K
EE-WPT,EE-WPT-60W-50,"60 Watts / 7\,700 Lumens",5000K
EE-WPT,EE-WPT-75W-40,"75 Watts / 9\,900 Lumens",4000K
EE-WPT,EE-WPT-75W-50,"75 Watts / 9\,900 Lumens",5000K
EE-WPFC,"EE-WPFC-24W-40 XE G3","24 Watts / 2\,600  Lumens",4000K
EE-WPFC,"EE-WPFC-24W-50 XE G3","24 Watts / 2\,600  Lumens",5000K
EE-WPFC,"EE-WPFC-30W-40 XE G3","30 Watts / 3\,232 Lumens",4000K
EE-WPFC,"EE-WPFC-30W-50 XE G3","30 Watts / 3\,232 Lumens",5000K
EE-WPFC,"EE-WPFC-42-40 XE G3","42 Watts / 4\,200 Lumens",4000K
EE-WPFC,"EE-WPFC-42-50 XE G3","42 Watts / 4\,200 Lumens",5000K
EE-WPFCL,EE-WPFCL-60W-40,"60 Watts / 6\,600 Lumens",4000K
EE-WPFCL,EE-WPFCL-60W-50,"60 Watts / 6\,600 Lumens",5000K
EE-WPFCL,EE-WPFCL-80W-40,"80 Watts / 8\,800 Lumens",4000K
EE-WPFCL,EE-WPFCL-80W-50,"80 Watts / 8\,800 Lumens",5000K
TF-CV800L,TF-CV800L-J48W4800LDMV-40K,"48 Watts / 4800 Lumens",4000K
TF-CV800L,TF-CV800L-J48W4800LDMV-50K,"48 Watts / 4800 Lumens",5000K
TF-CV800L,TF-CV800L-Z72W7200LDMV-40K,"72 Watts / 7200 Lumens",4000K
TF-CV800L,TF-CV800L-Z72W7200LDMV-50K,"72 Watts / 7200 Lumens",5000K
SP-xxxCLD,SP-xxxCLD-780-3000K,"47 Watts / 4000 Lumens",3000K
SP-xxxCLD,SP-xxxCLD-780-4000K,"47 Watts / 4000 Lumens",4000K
SP-xxxCLD,SP-xxxCLD-790-3000K,"64 Watts / 5150 Lumens",3000K
SP-xxxCLD,SP-xxxCLD-790-4000K,"64 Watts / 5150 Lumens",4000K
SP-DC9xxD,SP-DC9xxD-13-3000K,"21 Watts / 1\,750 Lumens",3000K
SP-DC9xxD,SP-DC9xxD-13-4000K,"21 Watts / 1\,750 Lumens",4000K
SP-DC9xxD,SP-DC9xxD-16-3000K,"35 Watts / 2\,900 Lumens",3000K
SP-DC9xxD,SP-DC9xxD-16-4000K,"35 Watts / 2\,900 Lumens",4000K
SP-2-03xxD,SP-2-03xxD-45-3000K,"18 Watts / 1\,340 Lumens",3000K
SP-2-03xxD,SP-2-03xxD-45-4100K,"18 Watts / 1\,340 Lumens",4100K
SP-2-03xxD,SP-2-03xxD-46-3000K,"24 Watts / 2\,000 Lumens",3000K
SP-2-03xxD,SP-2-03xxD-46-4100K,"24 Watts / 2\,000 Lumens",4100K
SP-2-03xxD,SP-2-03xxD-47-3000K,"35 Watts / 2\,800 Lumens",3000K
SP-2-03xxD,SP-2-03xxD-47-4100K,"35 Watts / 2\,800 Lumens",4100K
SP-2-02xxD-A,SP-2-02xxD-A-45-3000K,"18 Watts / 1\,340 Lumens",3000K
SP-2-02xxD-A,SP-2-02xxD-A-45-4100K,"18 Watts / 1\,340 Lumens",4100K
SP-2-02xxD-A,SP-2-02xxD-A-46-3000K,"24 Watts / 2\,000 Lumens",3000K
SP-2-02xxD-A,SP-2-02xxD-A-46-4100K,"24 Watts / 2\,000 Lumens",4100K
SP-2-02xxD,SP-2-02xxD-45-3000K,"18 Watts / 1\,340 Lumens",3000K
SP-2-02xxD,SP-2-02xxD-45-4100K,"18 Watts / 1\,340 Lumens",4100K
SP-2-02xxD,SP-2-02xxD-46-3000K,"24 Watts / 2\,000 Lumens",3000K
SP-2-02xxD,SP-2-02xxD-46-4100K,"24 Watts / 2\,000 Lumens",4100K
SP-2-02xxD,SP-2-02xxD-47-3000K,"35 Watts / 2\,800 Lumens",3000K
SP-2-02xxD,SP-2-02xxD-47-4100K,"35 Watts / 2\,800 Lumens",4100K
SP-DC3xxD,SP-DC3xxD-12-3000K,"18 Watts / 1\,340 Lumens",3000K
SP-DC3xxD,SP-DC3xxD-12-4000K,"18 Watts / 1\,340 Lumens",4000K
SP-DC3xxD,SP-DC3xxD-14-3000K,"24 Watts / 2\,000 Lumens",3000K
SP-DC3xxD,SP-DC3xxD-14-4000K,"24 Watts / 2\,000 Lumens",4000K
SP-DC3xxD,SP-DC3xxD-18-3000K,"35 Watts / 2\,800 Lumens",3000K
SP-DC3xxD,SP-DC3xxD-18-4000K,"35 Watts / 2\,800 Lumens",4000K
SP-DC8,SP-DC8-14D-A-3000K,"24 Watts / 1\,550 Lumens",3000K
SP-DC8,SP-DC8-14D-A-4000K,"24 Watts / 1\,550 Lumens",4000K
SP-DC8,SP-DC8-18D-A-3000K,"35 Watts / 2\,210 Lumens",3000K
SP-DC8,SP-DC8-18D-A-4000K,"35 Watts / 2\,210 Lumens",4000K
SP-DCxxxD,SP-DCxxxD-220-3000K,"18 Watts / 1\,280 Lumens",3000K
SP-DCxxxD,SP-DCxxxD-220-4100K,"18 Watts / 1\,280 Lumens",4100K
SP-DCxxxD,SP-DCxxxD-221-3000K,"24 Watts / 1\,800 Lumens",3000K
SP-DCxxxD,SP-DCxxxD-221-4100K,"24 Watts / 1\,800 Lumens",4100K
SP-DCxxxD,SP-DCxxxD-222-3000K,"35 Watts / 2\,650 Lumens",3000K
SP-DCxxxD,SP-DCxxxD-222-4100K,"35 Watts / 2\,650 Lumens",4100K
SP-DCxxxD-PD,SP-DCxxxD-PD-221-3000K,"24 Watts / 1\,800 Lumens",3000K
SP-DCxxxD-PD,SP-DCxxxD-PD-221-4100K,"24 Watts / 1\,800 Lumens",4100K
SP-DCxxxD-PD,SP-DCxxxD-PD-222-3000K,"35 Watts / 2\,650 Lumens",3000K
SP-DCxxxD-PD,SP-DCxxxD-PD-222-4100K,"35 Watts / 2\,650 Lumens",4100K
SP-DC0xxD,SP-DC0xxD-28-3000K,"35 Watts / 2\,700 Lumens",3000K
SP-DC0xxD,SP-DC0xxD-28-4000K,"35 Watts / 2\,700 Lumens",4000K
SP-DC0xxD,SP-DC0xxD-32-3000K,"46 Watts / 3\,750 Lumens",3000K
SP-DC0xxD,SP-DC0xxD-32-4000K,"46 Watts / 3\,750 Lumens",4000K
SP-MDF033D,SP-MDF033D-14W-3000K,"14 Watts / 950 Lumens",3000K
SP-MDF033D,SP-MDF033D-14W-3500K,"14 Watts / 950 Lumens",3500K
SP-MDF033D,SP-MDF033D-14W-4000K,"14 Watts / 950 Lumens",4000K
SP-MDF033D,SP-MDF033D-22W-3000K,"22 Watts / 1900 Lumens",3000K
SP-MDF033D,SP-MDF033D-22W-3500K,"22 Watts / 1900 Lumens",3500K
SP-MDF033D,SP-MDF033D-22W-4000K,"22 Watts / 1900 Lumens",4000K
SP-300WRD1,SP-300WRD1-50W-4000K,"50 Watts\, 5000 Lumens",4000K
SP-300WRD1,SP-300WRD1-50W-5000K,"50 Watts\, 5000 Lumens",5000K
SP-300WRD1,SP-300WRD1-72W-4000K,"72 Watts\, 7200 Lumens",4000K
SP-300WRD1,SP-300WRD1-72W-5000K,"72 Watts\, 7200 Lumens",5000K
SP-648STD1,SP-648STD1-VHO-36W-4000K,"32 Watts / 4150 Lumens",4000K
SP-648STD1,SP-648STD1-VHO-36W-5000K,"32 Watts / 4150 Lumens",5000K
SP-648STD1,SP-648STD1-HE-36W-4000K,"36 Watts / 3960 Lumens",4000K
SP-648STD1,SP-648STD1-HE-36W-5000K,"36 Watts / 3960 Lumens",5000K
SP-648STD1,SP-648STD1-HE-48W-4000K,"46 Watts / 5060 Lumens",4000K
SP-648STD1,SP-648STD1-HE-48W-5000K,"46 Watts / 5060 Lumens",5000K
SP-624STD1,SP-624STD1-VHO-4000K,"15 Watts / 1800 Lumens",4000K
SP-624STD1,SP-624STD1-VHO-5000K,"15 Watts / 1800 Lumens",5000K
SP-624STD1,SP-624STD1-HE-4000K,"23 Watts / 2500 Lumens",4000K
SP-624STD1,SP-624STD1-HE-5000K,"23 Watts / 2500 Lumens",5000K
TF-SSUCLL24L,TF-SSUCLL24L-F48W6750LDMV-30K,"48 Watts / 6\,750 Lumens",3000K
TF-SSUCLL24L,TF-SSUCLL24L-F48W6750LDMV-35K,"48 Watts / 6\,750 Lumens",3500K
TF-SSUCLL24L,TF-SSUCLL24L-F48W6750LDMV-40K,"48 Watts / 6\,750 Lumens",4000K
TF-SSUCLL24L,TF-SSUCLL24L-F48W6750LDMV-50K,"48 Watts / 6\,750 Lumens",5000K
TF-SSUCLL24L,TF-SSUCLL24L-F57W7800LDMV-30K,"57 Watts / 7\,800 Lumens",3000K
TF-SSUCLL24L,TF-SSUCLL24L-F57W7800LDMV-35K,"57 Watts / 7\,800 Lumens",3500K
TF-SSUCLL24L,TF-SSUCLL24L-F57W7800LDMV-40K,"57 Watts / 7\,800 Lumens",4000K
TF-SSUCLL24L,TF-SSUCLL24L-F57W7800LDMV-50K,"57 Watts / 7\,800 Lumens",5000K
TF-SSUCLL14L,TF-SSUCLL14L-F30W4000LDMV-30K,"30 Watts / 4\,000 Lumens",3000K
TF-SSUCLL14L,TF-SSUCLL14L-F30W4000LDMV-35K,"30 Watts / 4\,000 Lumens",3500K
TF-SSUCLL14L,TF-SSUCLL14L-F30W4000LDMV-40K,"30 Watts / 4\,000 Lumens",4000K
TF-SSUCLL14L,TF-SSUCLL14L-F30W4000LDMV-50K,"30 Watts / 4\,000 Lumens",5000K
TF-SSUCLL14L,TF-SSUCLL14L-F48W6000LDMV-30K,"48 Watts / 6\,000 Lumens",3000K
TF-SSUCLL14L,TF-SSUCLL14L-F48W6000LDMV-35K,"48 Watts / 6\,000 Lumens",3500K
TF-SSUCLL14L,TF-SSUCLL14L-F48W6000LDMV-40K,"48 Watts / 6\,000 Lumens",4000K
TF-SSUCLL14L,TF-SSUCLL14L-F48W6000LDMV-50K,"48 Watts / 6\,000 Lumens",5000K
TF-SSUCLL22L,TF-SSUCLL22L-F28W3200LDMV-30K,"28 Watts / 3\,200 Lumens",3000K
TF-SSUCLL22L,TF-SSUCLL22L-F28W3200LDMV-35K,"28 Watts / 3\,200 Lumens",3500K
TF-SSUCLL22L,TF-SSUCLL22L-F28W3200LDMV-40K,"28 Watts / 3\,200 Lumens",4000K
TF-SSUCLL22L,TF-SSUCLL22L-F28W3200LDMV-50K,"28 Watts / 3\,200 Lumens",5000K
TF-SSUCLL22L,TF-SSUCLL22L-F35W4200LDMV-30K,"35 Watts / 4\,200 Lumens",3000K
TF-SSUCLL22L,TF-SSUCLL22L-F35W4200LDMV-35K,"35 Watts / 4\,200 Lumens",3500K
TF-SSUCLL22L,TF-SSUCLL22L-F35W4200LDMV-40K,"35 Watts / 4\,200 Lumens",4000K
TF-SSUCLL22L,TF-SSUCLL22L-F35W4200LDMV-50K,"35 Watts / 4\,200 Lumens",5000K
GL-LCS-4,GL-LCS-4-40-MVD-830,"40 Watts / 4000 Lumens",3000K
GL-LCS-4,GL-LCS-4-40-MVD-840,"40 Watts / 4000 Lumens",4000K
GL-LCS-4,GL-LCS-4-40-MVD-850,"40 Watts / 4000 Lumens",5000K
GL-LCS-4,GL-LCS-4-52-MVD-830,"52 Watts / 5200 Lumens",3000K
GL-LCS-4,GL-LCS-4-52-MVD-840,"52 Watts / 5200 Lumens",4000K
GL-LCS-4,GL-LCS-4-52-MVD-850,"52 Watts / 5200 Lumens",5000K
GL-LSC2,GL-LSC2-40-MVD-830,"40 Watts\, 4500 Lumens",3000K
GL-LSC2,GL-LSC2-40-MVD-840,"40 Watts\, 4500 Lumens",4000K
GL-LSC2,GL-LSC2-40-MVD-850,"40 Watts\, 4500 Lumens",5000K
GL-LSC2,GL-LSC2-70-MVD-830,"70 Watts\, 8800 Lumens",3000K
GL-LSC2,GL-LSC2-70-MVD-840,"70 Watts\, 8800 Lumens",4000K
GL-LSC2,GL-LSC2-70-MVD-850,"70 Watts\, 8800 Lumens",5000K
JI-ZY-SB,JI-ZY-SB-150W27-3000K,"150 Watts / 17\,300 Lumens",3000K
JI-ZY-SB,JI-ZY-SB-150W27-4000K,"150 Watts / 17\,300 Lumens",4000K
JI-ZY-SB,JI-ZY-SB-150W27-5000K,"150 Watts / 17\,300 Lumens",5000K
JI-ZY-SB,JI-ZY-SB-200W27-3000K,"200 Watts / 22\,100 Lumens",3000K
JI-ZY-SB,JI-ZY-SB-200W27-4000K,"200 Watts / 22\,100 Lumens",4000K
JI-ZY-SB,JI-ZY-SB-200W27-5000K,"200 Watts / 22\,100 Lumens",5000K
JI-ZY-SWP,JI-ZY-SWP-60W-4000K,"60 Watts / 6\,000 Lumens",4000K
JI-ZY-SWP,JI-ZY-SWP-60W-4500K,"60 Watts / 6\,000 Lumens",4500K
JI-ZY-SWP,JI-ZY-SWP-60W-5000K,"60 Watts / 6\,000 Lumens",5000K
JI-ZY-SWP,JI-ZY-SWP-60W-5700K,"60 Watts / 6\,000 Lumens",5700K
JI-ZY-SWP,JI-ZY-SWP-80W-4000K,"80 Watts / 8\,000 Lumens",4000K
JI-ZY-SWP,JI-ZY-SWP-80W-4500K,"80 Watts / 8\,000 Lumens",4500K
JI-ZY-SWP,JI-ZY-SWP-80W-5000K,"80 Watts / 8\,000 Lumens",5000K
JI-ZY-SWP,JI-ZY-SWP-80W-5700K,"80 Watts / 8\,000 Lumens",5700K
JI-ZY-SWP,JI-ZY-SWP-100W-4000K,"100 Watts / 10\,000 Lumens",4000K
JI-ZY-SWP,JI-ZY-SWP-100W-4500K,"100 Watts / 10\,000 Lumens",4500K
JI-ZY-SWP,JI-ZY-SWP-100W-5000K,"100 Watts / 10\,000 Lumens",5000K
JI-ZY-SWP,JI-ZY-SWP-100W-5700K,"100 Watts / 10\,000 Lumens",5700K
JI-ZY-SWP,JI-ZY-SWP-120W-4000K,"120 Watts / 12\,000 Lumens",4000K
JI-ZY-SWP,JI-ZY-SWP-120W-4500K,"120 Watts / 12\,000 Lumens",4500K
JI-ZY-SWP,JI-ZY-SWP-120W-5000K,"120 Watts / 12\,000 Lumens",5000K
JI-ZY-SWP,JI-ZY-SWP-120W-5700K,"120 Watts / 12\,000 Lumens",5700K
ML-44FSF-48LED,ML-44FSF-48LED-30DMVFR-30,"30 Watts / 3\,300 Lumens",3000K
ML-44FSF-48LED,ML-44FSF-48LED-30DMVFR-35,"30 Watts / 3\,300 Lumens",3500K
ML-44FSF-48LED,ML-44FSF-48LED-30DMVFR-40,"30 Watts / 3\,300 Lumens","4000K (recommended)"
ML-44FSF-48LED,ML-44FSF-48LED-30DMVFR-50,"30 Watts / 3\,300 Lumens",5000K
ML-44FSF-48LED,ML-44FSF-48LED-57DMVFR-30,"57 Watts / 6\,270 Lumens",3000K
ML-44FSF-48LED,ML-44FSF-48LED-57DMVFR-35,"57 Watts / 6\,270 Lumens",3500K
ML-44FSF-48LED,ML-44FSF-48LED-57DMVFR-40,"57 Watts / 6\,270 Lumens","4000K (recommended)"
ML-44FSF-48LED,ML-44FSF-48LED-57DMVFR-50,"57 Watts / 6\,270 Lumens",5000K
ML-44FSF-96LED,ML-44FSF-96LED-57DMVFR-30,"57 Watts / 6\,270 Lumens",3000K
ML-44FSF-96LED,ML-44FSF-96LED-57DMVFR-35,"57 Watts / 6\,270 Lumens",3500K
ML-44FSF-96LED,ML-44FSF-96LED-57DMVFR-40,"57 Watts / 6\,270 Lumens",4000K
ML-44FSF-96LED,ML-44FSF-96LED-57DMVFR-50,"57 Watts / 6\,270 Lumens",5000K
ML-44FSF-96LED,ML-44FSF-96LED-118DMVFR-30,"118 Watts / 19\,980 Lumens",3000K
ML-44FSF-96LED,ML-44FSF-96LED-118DMVFR-35,"118 Watts / 19\,980 Lumens",3500K
ML-44FSF-96LED,ML-44FSF-96LED-118DMVFR-40,"118 Watts / 19\,980 Lumens",4000K
ML-44FSF-96LED,ML-44FSF-96LED-118DMVFR-50,"118 Watts / 19\,980 Lumens",5000K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-30,"28 Watts / 3\,498 Lumens",3000K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-35,"28 Watts / 3\,498 Lumens",3500K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-40,"28 Watts / 3\,498 Lumens",4000K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-50,"28 Watts / 3\,498 Lumens",5000K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-30,"35 Watts / 4\,200 Lumens",3000K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-35,"35 Watts / 4\,200 Lumens",3500K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-40,"35 Watts / 4\,200 Lumens",4000K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-50,"35 Watts / 4\,200 Lumens",5000K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-30,"32 Watts / 3\,620 Lumens",3000K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-35,"32 Watts / 3\,620 Lumens",3500K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-40,"32 Watts / 3\,620 Lumens",4000K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-50,"32 Watts / 3\,620 Lumens",5000K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-30,"48 Watts / 5\,450 Lumens",3000K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-35,"48 Watts / 5\,450 Lumens",3500K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-40,"48 Watts / 5\,450 Lumens",4000K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-50,"48 Watts / 5\,450 Lumens",5000K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-30,"48 Watts / 5\,448 Lumens",3000K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-35,"48 Watts / 5\,448 Lumens",3500K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-40,"48 Watts / 5\,448 Lumens",4000K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-50,"48 Watts / 5\,448 Lumens",5000K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-30,"57 Watts / 5\,825 Lumens",3000K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-35,"57 Watts / 5\,825 Lumens",3500K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-40,"57 Watts / 5\,825 Lumens",4000K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-50,"57 Watts / 5\,825 Lumens",5000K
BL-DR4FT,BL-DR4FT-11-35,"11 Watts / 1\,800 Lumens","3500K (11W model only)"
BL-DR4FT,BL-DR4FT-11-40,"11 Watts / 1\,800 Lumens","4000K (11W or 15W model)"
BL-DR4FT,BL-DR4FT-11-50,"11 Watts / 1\,800 Lumens","5000K (11W or 15W model)"
BL-DR4FT,BL-DR4FT-15-35,"15 Watts / 2\,200 Lumens","3500K (11W model only)"
BL-DR4FT,BL-DR4FT-15-40,"15 Watts / 2\,200 Lumens","4000K (11W or 15W model)"
BL-DR4FT,BL-DR4FT-15-50,"15 Watts / 2\,200 Lumens","5000K (11W or 15W model)"
TPZ-F-L24,TPZ-F-L24-20-35,"20 Watts / 2\,200 Lumens",3500K
TPZ-F-L24,TPZ-F-L24-20-40-1,"20 Watts / 2\,200 Lumens",4000K
TPZ-F-L24,TPZ-F-L24-20-50-1-1,"20 Watts / 2\,200 Lumens",5000K
TPZ-F-L24,TPZ-F-L24-30-35,"30 Watts / 3\,300 Lumens",3500K
TPZ-F-L24,TPZ-F-L24-30-40-1,"30 Watts / 3\,300 Lumens",4000K
TPZ-F-L24,TPZ-F-L24-30-50-1-1,"30 Watts / 3\,300 Lumens",5000K
TPZ-F-L22,TPZ-F-L22-20-40-1,"20 Watts / 2\,200 Lumens",4000K
TPZ-F-L22,TPZ-F-L22-20-50-1,"20 Watts / 2\,200 Lumens",5000K
TPZ-F-L22,TPZ-F-L22-30-40-1,"30 Watts / 3\,300 Lumens",4000K
TPZ-F-L22,TPZ-F-L22-30-50-1,"30 Watts / 3\,300 Lumens",5000K
WM-CRLC-EGN,WM-CRLC-EGN-15W-30K-D,"15 Watts / 1\,200 Lumens",3000K
WM-CRLC-EGN,WM-CRLC-EGN-15W-40K-D,"15 Watts / 1\,200 Lumens",4000K
WM-CRLC-EGN,WM-CRLC-EGN-15W-50K-D,"15 Watts / 1\,200 Lumens",5000K
WM-CRLC-EGN,WM-CRLC-EGN-15W-MCT-D,"15 Watts / 1\,200 Lumens","CCT Selectable"
WM-CRLC-EGN,WM-CRLC-EGN-20W-30K-D,"20 Watts / 1\,640 Lumens",3000K
WM-CRLC-EGN,WM-CRLC-EGN-20W-40K-D,"20 Watts / 1\,640 Lumens",4000K
WM-CRLC-EGN,WM-CRLC-EGN-20W-50K-D,"20 Watts / 1\,640 Lumens",5000K
WM-CRLC-EGN,WM-CRLC-EGN-20W-MCT-D,"20 Watts / 1\,640 Lumens","CCT Selectable"
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-30K-C,"15 Watts / 1\,800 lumens",3000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-30K-F,"15 Watts / 1\,800 lumens",3000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-35K-C,"15 Watts / 1\,800 lumens",3500K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-35K-F,"15 Watts / 1\,800 lumens",3500K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-40K-C,"15 Watts / 1\,800 lumens",4000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-40K-F,"15 Watts / 1\,800 lumens",4000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-50K-C,"15 Watts / 1\,800 lumens",5000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-15W-50K-F,"15 Watts / 1\,800 lumens",5000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-30K-C,"18 Watts / 2\,100 lumens",3000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-30K-F,"18 Watts / 2\,100 lumens",3000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-35K-C,"18 Watts / 2\,100 lumens",3500K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-35K-F,"18 Watts / 2\,100 lumens",3500K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-40K-C,"18 Watts / 2\,100 lumens",4000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-40K-F,"18 Watts / 2\,100 lumens",4000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-50K-C,"18 Watts / 2\,100 lumens",5000K
WM-T8-EZ5-GS-4FT,WM-T8-EZ5-GS-4FT-18W-50K-F,"18 Watts / 2\,100 lumens",5000K
WM-HPL,WM-HPL-16W-30K-E26,"16 Watts / 2\,000 Lumens",3000K
WM-HPL,WM-HPL-16W-50K-E26,"16 Watts / 2\,000 Lumens",5000K
WM-HPL,WM-HPL-24W-30K-E26,"24 Watts / 3\,000 Lumens",3000K
WM-HPL,WM-HPL-24W-50K-E26,"24 Watts / 3\,000 Lumens",5000K
WM-HPL,WM-HPL-32W-30K-E26,"32 Watts / 4\,000 Lumens",3000K
WM-HPL,WM-HPL-32W-50K-E26,"32 Watts / 4\,000 Lumens",5000K
WM-HPL,WM-HPL-10PK-40W-30K-E26,"40 Watts / 5\,000 Lumens",3000K
WM-HPL,WM-HPL-10PK-40W-50K-E26,"40 Watts / 5\,000 Lumens",5000K
LT-LEDH-S8,LT-LEDH-S8-14-27-UTD,"14 Watts / 760 Lumens",2700K
LT-LEDH-S8,LT-LEDH-S8-14-27-UZTD,"14 Watts / 760 Lumens",2700K
LT-LEDH-S8,LT-LEDH-S8-14-30-UTD,"14 Watts / 760 Lumens",3000K
LT-LEDH-S8,LT-LEDH-S8-14-30-UZTD,"14 Watts / 760 Lumens",3000K
LT-LEDH-S8,LT-LEDH-S8-14-35-UTD,"14 Watts / 760 Lumens",3500K
LT-LEDH-S8,LT-LEDH-S8-14-35-UZTD,"14 Watts / 760 Lumens",3500K
LT-LEDH-S8,LT-LEDH-S8-14-40-UTD,"14 Watts / 760 Lumens",4000K
LT-LEDH-S8,LT-LEDH-S8-14-40-UZTD,"14 Watts / 760 Lumens",4000K
LT-LEDH-S8,LT-LEDH-S8-23-27-UTD,"23  Watts / 1\,432 Lumens",2700K
LT-LEDH-S8,LT-LEDH-S8-23-27-UZTD,"23  Watts / 1\,432 Lumens",2700K
LT-LEDH-S8,LT-LEDH-S8-23-30-UTD,"23  Watts / 1\,432 Lumens",3000K
LT-LEDH-S8,LT-LEDH-S8-23-30-UZTD,"23  Watts / 1\,432 Lumens",3000K
LT-LEDH-S8,LT-LEDH-S8-23-35-UTD,"23  Watts / 1\,432 Lumens",3500K
LT-LEDH-S8,LT-LEDH-S8-23-35-UZTD,"23  Watts / 1\,432 Lumens",3500K
LT-LEDH-S8,LT-LEDH-S8-23-40-UTD,"23  Watts / 1\,432 Lumens",4000K
LT-LEDH-S8,LT-LEDH-S8-23-40-UZTD,"23  Watts / 1\,432 Lumens",4000K
EX-VP,EX-VP-40W-40K-OCC1,"40 Watts / 5\,200 Lumens",4000K
EX-VP,EX-VP-40W-40K-OCC2,"40 Watts / 5\,200 Lumens",4000K
EX-VP,EX-VP-40W-40K-EM,"40 Watts / 5\,200 Lumens",4000K
EX-VP,EX-VP-40W-40K-NO,"40 Watts / 5\,200 Lumens",4000K
EX-VP,EX-VP-40W-50K-OCC1,"40 Watts / 5\,200 Lumens",5000K
EX-VP,EX-VP-40W-50K-OCC2,"40 Watts / 5\,200 Lumens",5000K
EX-VP,EX-VP-40W-50K-EM,"40 Watts / 5\,200 Lumens",5000K
EX-VP,EX-VP-40W-50K-NO,"40 Watts / 5\,200 Lumens",5000K
EX-VP,"EX-VP- 50W-40K-OCC1","60 Watts / 7\,800 Lumens",4000K
EX-VP,"EX-VP- 50W-40K-OCC2","60 Watts / 7\,800 Lumens",4000K
EX-VP,"EX-VP- 50W-40K-EM","60 Watts / 7\,800 Lumens",4000K
EX-VP,"EX-VP- 50W-40K-NO","60 Watts / 7\,800 Lumens",4000K
EX-VP,"EX-VP- 50W-50K-OCC1","60 Watts / 7\,800 Lumens",5000K
EX-VP,"EX-VP- 50W-50K-OCC2","60 Watts / 7\,800 Lumens",5000K
EX-VP,"EX-VP- 50W-50K-EM","60 Watts / 7\,800 Lumens",5000K
EX-VP,"EX-VP- 50W-50K-NO","60 Watts / 7\,800 Lumens",5000K
EX-EXB24,EX-EXB24-200W-40K-OCC1,"200 Watts / 30\,000 Lumens",4000K
EX-EXB24,EX-EXB24-200W-40K-OCC1-HV,"200 Watts / 30\,000 Lumens",4000K
EX-EXB24,EX-EXB24-200W-40K-OCC2,"200 Watts / 30\,000 Lumens",4000K
EX-EXB24,EX-EXB24-200W-40K-OCC2-HV,"200 Watts / 30\,000 Lumens",4000K
EX-EXB24,EX-EXB24-200W-40K-NO,"200 Watts / 30\,000 Lumens",4000K
